   2.1800000e+08
          70
   2.000000E+07     4990.00   7.961E+07    26.15   1.118E-02   2.839E+06   3.984E+08   0.000E+00   3.930E+12   3.470E+16   1.170E+05
   1.500000E+07     5150.00   1.233E+08    29.34   1.302E-02   4.286E+06   5.869E+08   0.000E+00   6.040E+12   5.050E+16   1.480E+05
   1.000000E+07     5410.00   1.606E+08    32.49   1.548E-02   6.841E+06   8.420E+08   0.000E+00   9.890E+12   7.100E+16   1.750E+05
   5.000000E+06     5790.00   1.896E+08    35.35   1.861E-02   1.322E+07   1.169E+09   0.000E+00   1.970E+13   9.550E+16   1.970E+05
   0.000000E+00     6520.00   2.127E+08    36.52   2.319E-02   4.963E+07   1.567E+09   0.000E+00   7.680E+13   1.180E+17   2.000E+05
  -2.000000E+06     6980.00   2.247E+08    37.03   2.572E-02   1.100E+08   1.789E+09   0.000E+00   1.730E+14   1.240E+17   2.000E+05
  -4.000000E+06     7590.00   2.320E+08    37.71   3.047E-02   2.785E+08   2.204E+09   0.000E+00   4.480E+14   1.280E+17   2.000E+05
  -6.000000E+06     8220.00   2.383E+08    38.39   3.942E-02   6.368E+08   2.971E+09   0.000E+00   1.050E+15   1.300E+17   2.000E+05
  -8.000000E+06     8860.00   2.409E+08    39.07   5.569E-02   1.306E+09   4.368E+09   0.000E+00   2.210E+15   1.300E+17   2.000E+05
  -1.000000E+07     9400.00   2.478E+08    39.64   7.887E-02   2.235E+09   6.371E+09   0.000E+00   3.870E+15   1.310E+17   2.000E+05
